,id,title,address,introduction,latitude,longitude,dial_num,type,region1,region2,image_url,score,nature,outdoor,fatigue,sea,walking,exciting,day,culture,group,tag
491,492,제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,드넓은 초원과 우거진 숲길을 따라 걷는 길,33.2371,126.36139,064-762-2190,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202111/25/a3c3367a-733c-4585-b179-6b544f19e4f9.jpg,10590.0,2,2,1,1,2,1,2,0,8,"자연경관,봄,혼자,맑음,걷기/등산,도보,친구,가을"
492,493,제주 이호털보 배낚시,제주시 테우해안로 146,현장체험 위주의 낚시로 남녀노소 초보자들도 누구나 즐길 수 있는 곳,33.497173,126.44942,064-743-1287,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e2492973-7548-4f18-a2a0-c702ee90111e.jpg,10542.0,3,3,2,3,0,3,3,0,10,"액티비티,친구,체험,커플"
493,494,도두항,제주특별자치도 제주시 도공로 2,제주공항과 가까운 낚시하기 좋은 포구,33.507725,126.466576,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/8fa4adab-fa8b-46d5-a83a-10bbf7df632b.jpg,10488.0,3,3,0,3,0,0,3,0,3,"커플,혼자,맑음,부모,아이,친구,휴식/힐링"
494,495,돔베낭길,제주특별자치도 서귀포시 태평로92번길 49,제주에서 가장 아름다운 해안 산책길,33.239983,126.53188,--,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6910e4e3-3935-4b43-8e39-16a8481115de.jpg,10465.0,3,3,1,1,3,0,2,0,1,"자연경관,해변,걷기/등산,흐림,도보"
495,496,들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,한라산과 서귀포바다를 볼수 있는 짧은 숲속산책길,33.282448,126.54274,--,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/207664d0-c182-4e26-a9a6-d9402ca8a74f.jpg,10443.0,3,3,1,1,3,0,2,0,1,"자연경관,맑음,걷기/등산,흐림,도보,가을"
496,497,비자림농원,제주특별자치도 제주시 조천읍 선흘동1길 31-71,감귤 체험을 할 수 있는 곳,33.5142094,126.718764,010-9274-8420,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201811/29/b467784f-a48d-46b9-97d7-2f58d2d2646d.jpg,10417.0,2,3,1,1,1,0,3,0,3,아이
497,498,고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,위대한 작가 반고흐의 지난 삶을 보고 듣고 만질 수 있는 '고흐의 정원',33.3726076,126.855539,064-783-6700,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/201911/19/f437e678-82e3-444c-a13d-70dfc85e63b3.JPG,10402.0,2,3,1,1,3,1,3,0,1,"자연경관,문화관광,체험,실내관광지"
498,499,예래생태체험관,제주특별자치도 서귀포시 예래로 213,예래생태마을의 자연과 문화를 느낄 수 있는 체험관,33.2444697,126.3909781,064-738-6613,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201901/18/e6be27c4-e60f-4ed9-88e9-4a7cf0c5a8e1.jpg,10344.0,2,1,1,1,1,0,3,0,8,"부모,아이,체험,커플"
499,500,"물메(물미, 수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,동그란 분화구 안에 자연이 만든 연못을 만나다,33.4737592,126.38468260000002,,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/438e918b-10aa-433b-b1cb-4746af7f92b5.jpg,10328.0,3,3,1,0,3,0,3,1,1,"자연경관,커플,혼자,포토스팟,친구,휴식/힐링,가을"
500,501,삼매봉,제주특별자치도 서귀포시 남성로115번길 83,외돌개 앞에 위치한 작은 오름,33.2639577,126.5507293,064-760-3192,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/e0ca782d-df62-4b58-bda3-e16920b10611.JPG,10319.0,3,3,1,0,1,0,3,1,3,"자연경관,커플,혼자,부모,포토스팟,아이,친구,휴식/힐링"
501,502,막숙,제주특별자치도 서귀포시 막숙포로37번길 2,법환포구 옆 자연 용천수가 흐르는 숨은 명소,33.237775,126.5157941,,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201807/31/d21a3dd2-a355-4d27-95f9-2c3d2174d2c1.jpg,10209.0,3,3,1,2,0,3,3,0,10,"자연경관,맑음,휴식/힐링,여름"
502,503,제주올레 7-1코스,제주특별자치도 서귀포시 서호동 553-1,"위로는 한라산을, 아래로는 남쪽 바다와 서귀포 전역을 바라보며",33.267822,126.520164,064-762-2190,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/45d054e7-ec06-416b-98a2-a85e1959e896.jpg,10206.0,2,2,1,1,2,1,2,0,8,"자연경관,봄,걷기/등산,도보,친구"
503,504,관음사 템플스테이,제주시 산록북로 660,산천단 부근에 있는 관음사 절이며 템플 스테이 당일 및 숙박 프로그램을 체험할 수 있다.,33.42172,126.558815,064-724-6833,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/59f7169a-ff77-4897-b161-cc36715a0244.jpg,10190.0,2,1,0,0,0,0,1,2,12,"문화관광,체험,커플,사계절,흐림,휴식/힐링"
504,505,절부암,제주특별자치도 제주시 한경면 용수3길 22,슬픈 이야기가 전해지는 제주기념물 제9호,33.32363760268729,126.16713180059436,064-710-6704,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/88c44134-1cf3-49f0-b1e8-b8f389672cf8.jpg,10135.0,3,3,0,0,0,0,3,1,3,"자연경관,맑음,걷기/등산,해변"
505,506,동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,제주시 한경면 저지리에 위치한 딸기체험장,33.333553,126.24605,--,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/c392aab3-2a8f-4fb0-9eae-f8c3c32033c0.jpg,10122.0,1,0,1,1,1,1,1,0,2,"아이,친구,체험,커플"
506,507,화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,서귀포시 안덕면 서광동 사거리부터 화순리 사거리까지의 유채꽃길.,33.25176,126.33404,--,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202111/30/010bc443-8fa8-4379-83f9-4598e27bf383.JPG,10083.0,3,3,1,1,1,1,3,0,3,"자연경관,봄,맑음,포토스팟,걷기/등산,도보,친구"
507,508,돔베낭골,제주특별자치도 서귀포시 호근동,기암 절벽과 훤히 트인 바다의 경치를 볼 수 있는 곳,33.238617,126.53255,064-760-6321,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e0db628f-15c1-456b-bd66-27b81c628925.jpg,10067.0,3,3,1,3,2,0,3,1,9,"자연경관,맑음,해변,휴식/힐링,여름"
508,509,중문카라반,제주특별자치도 서귀포시 이어도로 81,"중문하나로마트에서 5분도채 걸리지 않는곳에 위치하며 아프리카 박물관, 주상절리 근처로 찾기가 쉽습니다.",33.24047,126.49301,064-739-8131,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2e85a2d0-67dc-41c3-927d-4c536cbd126f.jpg,10058.0,2,0,0,1,0,1,0,0,2,"액티비티,맑음,체험"
509,510,제주참숯가마찜질방,제주특별자치도 서귀포시 성산읍 삼달로 47,성산에 위치한 제주도 내 최대규모의 참숯가마 찜질방. ,33.3822884,126.8347756,064-783-0756,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/201905/16/df2270ad-4f04-4165-92ee-aee0fe635790.bmp,10020.0,0,0,0,1,0,0,1,0,2,
510,511,가마오름 진지동굴,제주특별자치도 제주시 한경면 청수서5길 63,가슴 아픈 침략의 역사를 품고 있는 교육의 장,33.30579926642058,126.24680599468992,064-722-2500,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4c88949a-7d40-48c2-9113-86bfb4ae144b.jpg,9984.0,3,2,1,0,1,0,3,3,12,"도보,문화관광,아이,친구"
511,512,대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예로 381,110여만 평의 드넓은 대지에서 온몸으로 스릴을 느낄 수 있는 레저 스포츠.,33.2775412,126.3953648,064-738-0500	,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201904/30/49ad0912-4e13-4b1e-bc41-330065178a18.JPG,9947.0,1,3,2,2,0,3,3,0,11,"실내관광지,체험"
512,513,모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,추자도 해안의 몽돌밭 중 100여 미터 정도 이어진 아름다운 몽돌밭,33.946087,126.33401,--,관광지,섬 속의 섬,추차도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fe6230f1-0db3-4449-a53f-ebcc3a923ea0.jpg,9887.0,3,3,1,3,2,2,3,1,9,"자연경관,맑음,포토스팟,해변,여름"
513,514,소암현중화기념관,제주특별자치도 서귀포시 소암로 15,소암 현중화 선생의 삶과 예술이 숨쉬는 문화공간,33.24504,126.56752,064-760-3511,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/04faf6f6-d67e-4fbb-82a6-9b9f80c7942e.jpg,9879.0,0,0,0,1,0,0,1,3,5,"실내관광지,사계절"
514,515,곽지해수욕장야영장,제주특별자치도 제주시 애월읍 곽지리 1565,곽지해수욕장에 위치한 야영장,33.450752,126.30563,--,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fb01da95-69a8-41a8-a57c-33e00ebc38e3.jpg,9876.0,2,0,0,2,0,1,0,0,2,"자연경관,체험,해변,맑음,액티비티,아이"
515,516,문도지오름 (문돗지),제주특별자치도 제주시 한림읍 금악리 3444,문도지오름은 저지에서 오설록 녹차밭까지 이어지는 제주올레 14-1코스 중간 부근에 위치해있다. 한경면 방림원 사잇길을 따라 차량으로 10분 정도 들어가면 차도가 끝나는 지점에 명성목장이 나타나고 그곳부터 오름길은 시작된다. 문도지오름은 명성목장의 말 방목지로도 이용되고 있다. 오름 대부분은 사유지이지만 소유주의 배려로 자유롭게 탐방할 수 있다. ,33.33229622334082,126.2520476486328,,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/202002/25/0dfb8693-2a32-4fb1-9b3e-41ab57964f01.jpg,9818.0,3,3,1,1,1,0,2,1,3,"자연경관,도보,걷기/등산"
516,517,제주올레 10-1코스,제주특별자치도 서귀포시 대정읍 가파리 298,한국의 유인도 중 가장 낮은 섬 가파도의 올레코스,33.170094,126.26971,064-762-2190,관광지,섬 속의 섬,가파도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b30713ce-0feb-47bd-9f78-ff145336b8a0.jpg,9813.0,2,2,1,1,2,1,2,0,8,"자연경관,봄,혼자,걷기/등산,도보,친구"
517,518,윈드1947 카트 테마파크,제주특별자치도 서귀포시 토평공단로 78-27,제주도의 아름다운 남쪽 풍경을 품은 제주 최고의 체험형 테마파크,33.289717,126.5888625,064-733-3500,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201908/06/bc2eb8ae-1c48-4af3-8f16-7e407f9c55cc.jpg,9713.0,0,3,2,1,0,3,3,0,11,"체험,커플,혼자,맑음,부모,친구"
518,519,렛츠런팜 양귀비꽃,,렛츠런 팜의 양귀비꽃 핀 모습.,33.41699,126.681465,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/37d9b2be-0533-4a91-bf2f-62e51ddd8ab3.jpg,9673.0,3,3,1,1,1,1,3,0,3,"아이,맑음,봄"
519,520,그랑블루호(선상낚시),제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,배위에서 느끼는 제주바다의 짜릿한 손맛,33.2746809,126.6626636,010-2212-1690,관광지,서귀포시,남원,https://api.cdn.visitjeju.net/photomng/imgpath/201907/23/0de75bf4-552d-4197-ad03-1d9613562ff6.jpg,9652.0,3,3,2,3,0,1,3,0,10,"액티비티,체험,커플"
520,521,비블리아성서식물원,제주특별자치도 제주시 한림읍 조성로 17,식물을 통한 복음전파와 기독교 문화 산업에 기여하고자 한립음에 조성된 식물원,33.499622,126.53119,064-796-1130,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/726f8540-a4e3-4746-b9df-4f776a1d9beb.jpg,9642.0,2,3,0,1,1,1,3,0,3,"실내관광지,맑음,흐림"
521,522,액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,"클라이밍 놀이시설의 세계적인 브랜드'클립앤클라임' 센터와 함께 키즈카페, 레저카트 등을 통해 액티브한 즐거움을 선사한다.",33.3598575,126.2460727,064-796-0880,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/202005/26/cee0e0b8-31aa-4e62-b620-0ac13267b55f.jpg,9640.0,0,0,2,1,0,3,1,0,4,"아이,실내관광지,사계절,체험"
522,523,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,하멜의 공덕과 네덜란드와 한국간의 우호증진의 증표로 세워진 기념비,33.23286,126.314064,064-760-6304,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202112/15/69de2bfa-a1ca-4074-ac59-aefe606d603c.jpg,9582.0,2,3,0,0,0,0,2,3,12,"문화관광,가을"
523,524,제주워터월드,제주특별자치도 서귀포시 월드컵로 33,제주 최대의 종합 워터테마파크,33.2472388,126.5092079,064-739-1930,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2085ae01-12f0-446e-8fda-3910f218665d.gif,9490.0,0,3,2,2,0,2,2,0,11,"체험,맑음,부모,실내관광지,액티비티,친구,아이"
524,525,우도올레보트,제주특별자치도 제주시 우도면 연평리 2562-1,우도 스피드보트 이용 가능,33.501495,126.94424,010-4132-8279,관광지,섬 속의 섬,우도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e4cdd644-f658-4196-84fa-24c3418e8cc6.gif,9479.0,3,3,2,3,0,3,3,0,10,"액티비티,맑음,체험"
525,526,제주스쿠터여행,제주시 서광로 164,"공항,부두,제주도내 어디서든 쉽게 방문 할 수 있는 2007년에 개점한 전통있는 스쿠터 대여점",33.49984,126.51392,064-722-3700,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/92f9cb7a-023b-4474-beb0-28300d9bc38c.jpg,9462.0,0,0,0,1,0,0,1,0,2,"체험,커플,맑음,액티비티,친구"
526,527,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,"취사실, 화장실, 샤워실, 매점, 와이파이가 준비된 귤빛캠핑장 입니다.",33.504955,126.67441,064-782-0110,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/45779962-2f52-47a4-b149-7b34e6976bb1.jpg,9449.0,1,0,0,1,0,1,0,0,2,"체험,커플,맑음,액티비티,여름"
527,528,함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,함덕 대대본부에 주둔한 군인들에 의해 많은 사람들이 희생된 곳,33.54379,126.668846,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201907/30/4fb452b8-fecd-4fad-a7b7-2675c2082a08.jpeg,9425.0,3,3,1,3,2,2,3,0,9,"자연경관,문화관광,커플,혼자,부모,해변,친구,아이"
528,529,추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,추사가 제자들과 함께 사색을 즐기며 시름을 잊었던 길,33.239353,126.28839,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/92489cae-6546-4e87-b7f1-ef3924e9258d.jpg,9403.0,2,3,1,1,3,0,3,3,6,"문화관광,봄,걷기/등산,도보,가을"
529,530,게우지코지,제주특별자치도 서귀포시 하효동,툭 튀어나온 암석 지형이 마치 전복의 내장을 닮았다 해서 이름 붙여진 곳,33.2438505,126.6186661,,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201811/14/069f3732-e7b2-4811-97e9-e304c09d2b1b.jpg,9381.0,3,3,1,2,1,0,3,1,3,"자연경관,커플,혼자,포토스팟,친구"
530,531,가마오름,제주특별자치도 제주시 한경면 청수서5길 63,제주의 아픈 역사를 간직한 가마오름,33.3056558,126.24933799999997,,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cbeb6965-95e1-40d8-821f-5cd4e0763e5b.jpg,9374.0,3,3,1,1,1,0,3,3,12,"자연경관,도보,걷기/등산"
531,532,조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,"제주 항일운동의 시작점, 순국선열들의 혼이 녹아있는 곳",33.53997,126.64167,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/972d7d66-6d5e-42e5-bac4-d59c8a97eaab.jpg,9370.0,0,3,0,1,0,0,3,3,12,"문화관광,봄"
532,533,진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니,33.376026,126.21468,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c26e319a-4106-4ad1-8484-c762a255dfcc.jpg,9328.0,0,1,0,1,0,0,3,3,5,문화관광
533,534,세화해안도로,제주특별자치도 제주시 구좌읍 구좌로,아기자기함과 아름다움에 탄성이 나오는 해안도로,33.527126,126.88261,064-728-3394,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/45a7db18-0d54-479f-8bd0-4bcec1e78f68.jpg,9290.0,2,3,1,1,3,1,1,0,1,"해변,맑음,커플,여름"
534,535,문서프,제주특별자치도 제주시 애월읍 곽지7길 1,아름다운 에메랄드빛 바다에서 여유롭게 즐기는 서핑,33.45005,126.30845,010-4757-3364,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201805/23/d6a36fb3-ee3a-4652-a79d-4d3c18898c6e.jpg,9244.0,3,3,2,3,0,2,3,0,10,해변
535,536,갤러리2 중선농원,제주특별자치도 제주시 영평길 269,감귤농장을 탈바꿈한 갤러리,33.478135,126.57017,064-755-2112,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201808/07/822d71b2-a356-4432-8837-d9ab579b0d2a.JPG,9225.0,0,0,0,1,0,1,1,0,2,"혼자,실내관광지,사계절"
536,537,한림해안도로,제주특별자치도 제주시 한림읍 귀덕리,귀덕궤물동산에서 비양도를 지나 옹포사거리까지 여유를 느끼며 달릴 수 있는 해안도로,33.435574,126.26823,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/202111/17/4f83506a-e547-46d3-8373-d82d77cb686d.jpg,9197.0,2,3,1,1,3,1,1,0,1,"자연경관,친구,커플"
537,538,서귀포해안,제주특별자치도 서귀포시 서호동,서귀포시 호근동 일대에 펼쳐진 해안경승지,33.23262984674832,126.49828110991211,064-760-2772,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202111/17/e6e2895e-9073-4a46-956f-2e2e3a88e1d0.jpg,9135.0,3,3,1,3,2,0,3,0,9,"자연경관,커플,맑음,해변,친구,휴식/힐링"
538,539,청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,유기농 농축산품을 생산하는 청초밭영농조합법인,33.4212527,126.7816837,064-787-7811,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201906/24/dd47810c-73c5-41e3-8d39-15e1c2c4b4cc.jpg,9112.0,2,3,1,1,1,0,3,0,3,"도보,체험"
539,540,아홉굿마을 낙천리 농어촌체험마을,한경면 낙수로 97,주민들이 직접 만든 1000개의 의자가 있는 마을,33.499622,126.53119,064-773-1964,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6a3afba3-1139-4258-a344-0b34ab44d1e4.png,9006.0,2,1,1,1,1,1,3,0,8,"아이,체험,사계절"
540,541,대한민국최남단기념비/ 마라도 기념비,제주특별자치도 서귀포시 대정읍 마라로 131,대한민국의 최남단이 바로 이 곳,33.114143,126.268616,--,관광지,섬 속의 섬,마라도,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/277769d5-28ed-4581-8d8d-b4ae031cdbb9.jpg,8978.0,1,3,0,2,0,0,3,3,12,"커플,혼자,부모,포토스팟,아이,친구"
541,542,눈물의십자가,제주특별자치도 제주시 추자도,천주교 백열한 개 성지 가운데 하나인 황경한의 묘의 맞은편에 내려다 보이는 물생이 바위 끝,33.954967,126.341774,--,관광지,섬 속의 섬,추차도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6688a74b-5ae8-4b91-b307-c471fbfb5bfc.gif,8976.0,1,3,0,2,0,0,3,3,12,"맑음,문화관광"
542,543,함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,함덕해변 서우봉 인근에 위치한 무료 야영장.,33.544018,126.66839,064-728-7822,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0e68373b-9235-48df-a6e6-8f9803dc23a1.jpg,8974.0,2,0,0,2,0,1,0,0,2,"자연경관,체험,커플,맑음,액티비티"
543,544,두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,올레1코스의 마스코트 두산봉,33.47950858344703,126.88414743068849,,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/de800f68-9d34-472b-bcb9-5a697cca35e4.JPG,8938.0,3,3,1,0,1,0,2,1,3,"자연경관,커플,봄,도보,친구"
544,545,톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,소의 여물통을 닮은 톨칸이해변,33.492393,126.9579,--,관광지,섬 속의 섬,우도,https://api.cdn.visitjeju.net/photomng/imgpath/202111/23/22d321c3-03f4-4fee-8861-7975dcb7698c.JPG,8932.0,3,3,1,3,2,0,3,1,9,"자연경관,커플,혼자,포토스팟,해변,친구"
545,546,제주기독교순례길,제주특별자치도 제주시 애월읍 금성하안길 3,"내 영혼의 길, 순례자의 길을 가다.",33.446327,126.30273,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/358e1d06-12fb-4334-acfc-2a6490e4c4da.jpg,8925.0,3,3,1,1,3,0,3,2,6,"문화관광,봄,흐림,걷기/등산,도보,가을"
546,547,강정어촌계,제주특별자치도 서귀포시 말질로 290,"보말, 다슬기, 소라뿐만 아니라 간조 시 갯벌에 나가 맨손으로 고기잡이체험을 할 수 있는 바릇잡이 포인트.",33.2275619,126.4748154,064-739-0773,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201807/09/6e6a541e-7ba7-48ec-a6a7-6491d805f727.jpg,8855.0,3,3,2,3,0,3,3,0,10,"해변,체험,포토스팟"
547,548,오름터 민속마을,제주특별자치도 서귀포시 표선면 성읍정의현로 99,성읍민속마을 내에 위치한 제주도 전통 생활 모습을 볼 수 있는 곳,33.391445,126.80072,--,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3ca0e429-d9f3-42dd-9550-2c5097f12c0a.jpg,8811.0,1,1,1,1,1,0,3,3,5,"도보,문화관광,아이,흐림"
548,549,왕이메오름,제주특별자치도 서귀포시 안덕면 광평리 산 79,"탐라국 삼신왕이 사흘 동안 기도를 드린 전설속의 오름
삼나무 오솔길을 따라 걷는 오름",33.340233,126.37479,,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bccce2ba-e60f-4fce-bb34-98a23a30399b.jpg,8811.0,3,3,1,0,1,0,3,3,12,"자연경관,체험,혼자,도보,포토스팟,액티비티,친구,휴식/힐링"
549,550,제주롯데스카이힐컨트리클럽,제주특별자치도 서귀포시 상예로 530,서귀포시에 위치한 '로버트 트랜트 주니어'가 설계한 총 36홀로 이루어진 골프장,33.2845677839787,126.40493199042976,064-731-2000,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/49851edd-20f3-4a0c-846b-fa4db62fbcc1.gif,8807.0,1,3,0,1,0,0,3,0,3,"액티비티,체험"
550,551,설쿰바당,제주특별자치도 서귀포시 안덕면 사계리,제주 바람이 머물다 간 흔적이 고스란히 남아있는 해변,33.2356687,126.3125597,,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201808/08/5876b1fd-ab39-442c-b782-97b5c4b2f053.jpg,8799.0,3,3,1,3,1,0,3,1,9,"자연경관,맑음,걷기/등산,포토스팟,여름"
551,552,무수천,제주특별자치도 제주시 애월읍 무수천길,"한라산의 해발 1,600m에서 내려오는 계곡 주위로 수림이 가득한 그림 같은 무수천 계곡",33.463337,126.4466,,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/53d3f71c-7e35-415e-90bd-eac85a87d4a6.jpg,8764.0,3,3,1,2,1,0,3,1,3,"자연경관,휴식/힐링,여름"
552,553,높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,위치가 높아 시원한 전망을 지닌 오름,33.45761407222886,126.79309050654297,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ae1c6aad-8c74-4554-990e-9b2a8d6ec0a5.jpg,8746.0,3,3,1,1,1,0,3,1,3,"자연경관,커플,혼자,맑음,부모,도보,친구,아이"
553,554,김녕해안도로,제주특별자치도 제주시 구좌읍 김녕리,김녕에서 하도까지 바다를 끼고 달리는 길,33.55654,126.7603,--,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/202111/26/944ec2ca-3d04-4d46-a131-e8aadc186a08.jpg,8710.0,3,3,1,1,1,0,2,0,3,"자연경관,맑음,커플,여름"
554,555,월평포구,제주특별자치도 서귀포시 말질로 462,달빛을 품은 작은 포구. 월평포구,33.2346522,126.46478890000004,--,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/725adee7-e31e-4937-9c49-0b18e3c49492.jpg,8662.0,3,3,1,3,1,0,3,1,9,"문화관광,자연경관,맑음,해변"
555,556,제주쥬티클럽,제주특별자치도 서귀포시 성산읍 신양로 113,윈드서핑&카이트서핑&패들보드 체험/강습/렌탈,33.4445754,126.9095025,010-4789-1118,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f64af29c-c140-471e-b02f-7bf6596c3e62.jpg,8651.0,3,3,2,3,0,3,3,0,10,"체험,커플,액티비티,해변,친구"
556,557,발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,천연기념물 제464호로 지정된 발자국 화석 공원,33.21723,126.29294,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/88a6a72e-9526-464b-9694-cb7fbb8a8129.jpg,8642.0,3,3,1,2,1,0,3,1,3,"문화관광,커플,사계절,부모,포토스팟,아이"
557,558,캔디원,제주특별자치도 제주시 조천읍 선교로 384,"국내 최대 수제 캔디 브랜드로 꼽히는 캔디원은 사탕이 생겨난 유래와 종류, 제작 과정 등을 알아보고 직접 만들어 보는 색다른 체험을 하는 곳이다. 물론 제품 구입도 가능하다. 사탕을 좋아하는 사람에게 캔디원은 참새 방앗간이나 다름없다.",33.4708686,126.7078957,064-784-5260,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202002/24/4c9c7117-f23f-45ca-baad-eb25af7578f4.JPG,8622.0,0,0,0,1,0,0,1,0,2,"실내관광지,체험,아이"
